Mass	RT	T0R1L	T0R1R	T0R2L	T0R2R	T1R3L	T1R3R	T1R4L	T1R4R	T2R5L	T2R5R	T2R6L	T2R6R	T3R7L	T3R7R	T3R8L	T3R8R	relation.id	relation.ship	codadw	charge
356.1061492	939.2903748	2.07E+07	1.18E+07	5.18E+07	1.05E+07	2260218.5	1339502	4254186.5	6246947	2775998.75	3234647.75	1624919.875	1843016.375	5852301	2616042.75	2487830.75	1534630	99	bp	0.960431732	1
199.1086419	899.5204468	2.86E+07	2.42E+07	4.30E+07	2.09E+07	3.04E+07	1.32E+07	3.65E+07	3.02E+07	3.02E+07	2.20E+07	3.28E+07	1.72E+07	4.90E+07	1.92E+07	3.66E+07	2.06E+07	100	bp	0.961218625	1
215.116195	570.8429947	5642905.5	6036907	8094321	6101975	1.19E+07	3.22E+07	2.96E+07	2.39E+07	3.27E+07	2.87E+07	3.71E+07	3.49E+07	4.39E+07	4.87E+07	3.43E+07	4.33E+07	101	bp	0.946014575	1
178.0562636	714.8120613	1.36E+07	1.45E+07	4.56E+07	3.25E+07	2.03E+07	1.86E+07	3.60E+07	3.97E+07	2.53E+07	2.53E+07	2.00E+07	1.74E+07	3.71E+07	2.82E+07	2.26E+07	1.78E+07	102	bp	0.953863805	1
187.1028809	462.494812	2.49E+07	3.32E+07	4.53E+07	3.29E+07	1.08E+07	2.39E+07	4.01E+07	3.76E+07	2.93E+07	3.05E+07	3.88E+07	2.50E+07	4.23E+07	3.04E+07	3.56E+07	2.91E+07	103	bp	0.948234771	1
240.0403548	464.7277451	4.29E+07	1.71E+07	2.16E+07	8176140.5	446844.0625	1916461.25	3286075	3789743.25	1705122.125	2330822.5	1930416	1584790.5	3905015.75	2714897.5	1390768.75	1676009.75	104	bp	0.941182924	1
148.0376574	1017.528751	7761303.5	6294705	1.71E+07	1.44E+07	4.27E+07	7045873.5	1.50E+07	1.38E+07	1.61E+07	1.51E+07	1.38E+07	9965108	1.20E+07	1.01E+07	1.58E+07	7873887	105	bp	0.979402276	1
72.03954534	1470.501244	4.23E+07	3137291.25	2.93E+07	1.08E+07	5962531.5	1.04E+07	9374252	1.15E+07	2.43E+07	1.05E+07	1668634.25	7466896.5	1.03E+07	5956588.5	9014810	1519844.375	106	bp	0.989195994	1
217.095452	706.7801208	2.86E+07	2.68E+07	2.65E+07	2.60E+07	2.44E+07	1.79E+07	3.81E+07	3.40E+07	2.57E+07	2.23E+07	2.55E+07	2.29E+07	3.91E+07	2.85E+07	3.47E+07	2.39E+07	107	bp	0.955169634	1
372.0830399	661.0636864	1.53E+07	1.46E+07	2.47E+07	1.42E+07	1.18E+07	1.04E+07	2.57E+07	2.64E+07	2.22E+07	1.73E+07	3.85E+07	1.50E+07	3.24E+07	2.27E+07	2.17E+07	1.79E+07	108	bp	0.948739532	1
216.1001701	837.029129	860754.8125	888657.875	3021492.5	1865573.25	2.29E+07	1.61E+07	3.74E+07	2.75E+07	2.16E+07	1.99E+07	1.67E+07	1.71E+07	2.44E+07	2.25E+07	2.23E+07	1.23E+07	109	bp	0.957225308	1
306.1502794	987.9649391	540414.0625	709513.875	1852357.25	1426916.75	1.78E+07	9661166	2.74E+07	3.50E+07	2.98E+07	3.54E+07	2.62E+07	1.90E+07	3.72E+07	2.45E+07	3.01E+07	3.10E+07	110	bp	0.962779223	1
227.0910097	762.8821259	2.83E+07	2.21E+07	3.62E+07	2.30E+07	1.86E+07	1.02E+07	2.93E+07	2.28E+07	2.51E+07	1.59E+07	2.25E+07	1.26E+07	3.32E+07	1.32E+07	2.15E+07	1.52E+07	111	bp	0.996935638	1
190.084473	852.6985703	543270.3125	441072.75	642040.9375	377067.8438	1.34E+07	1.80E+07	1.84E+07	1.03E+07	2.13E+07	7194400	1.30E+07	2.34E+07	2.34E+07	3.59E+07	2.84E+07	1.11E+07	112	bp	0.962120269	1
189.0642678	363.1163139	1.27E+07	1.62E+07	3.36E+07	1.21E+07	2646769.75	4677070	9236677	8025695	6072872	6252910.5	6205911.5	4862048	9267263	4368736.5	5782310	6562904.5	113	bp	0.908109121	1
216.0638545	916.0206299	1.39E+07	1.01E+07	3.25E+07	2.58E+07	3834309.75	2055330	6038036.5	8299517.5	2381327	4103504.5	1848194.75	1806144.625	2752016.5	1792223.5	1935654.5	1463556.875	114	bp	0.946709426	1
146.0582957	1012.045616	6680306.5	7725775	3.25E+07	2.93E+07	1.03E+07	1.13E+07	1.25E+07	1.18E+07	1.46E+07	1.03E+07	1.30E+07	1.29E+07	1.98E+07	1.86E+07	1.49E+07	1.23E+07	115	bp	0.964885681	1
311.0959055	604.2105598	3.21E+07	9252533	1.02E+07	2881490.75	238993.3125	251587.8438	534860.1875	455488.6563	435858.5938	297535.6875	444717.2188	296712.6563	699161.375	423386.4063	612643.5	298304.125	116	bp	0.856464386	1
203.0798047	398.6061859	1.40E+07	1.98E+07	1.98E+07	1.67E+07	6505903.5	1.35E+07	3.18E+07	2.13E+07	2.15E+07	1.74E+07	2.37E+07	1.41E+07	2.53E+07	1.51E+07	2.42E+07	2.22E+07	117	bp	0.948871137	1
162.0170889	1207.426001	3896308.75	2522557.75	6239990	1.03E+07	0	4771255.5	3.08E+07	1.52E+07	6725584.5	1.86E+07	7999906	8098952.5	1.30E+07	9343994	6507320	1.24E+07	118	bp	0.950012522	1
242.2066703	782.0965729	4763737	1.13E+07	8673398	5910010	9087315	4963354	2.09E+07	2.95E+07	1.45E+07	2.29E+07	8135003.5	1.08E+07	3.07E+07	1.48E+07	1.69E+07	1.94E+07	119	bp	0.959075744	1
220.0771058	367.3209972	2.62E+07	2.60E+07	3.06E+07	1.42E+07	3661878.75	9553132	1.78E+07	1.68E+07	1.37E+07	1.26E+07	2.25E+07	1.28E+07	2.93E+07	1.49E+07	1.84E+07	1.73E+07	120	bp	0.933820197	1
229.1080615	1381.242493	1.07E+07	4902606	2.98E+07	4511599	3042970.5	1429264.375	3163235.75	4345092	2292968.25	3416581.25	1455344.75	1369454.25	3197823.25	2853287.25	1774474.25	1024739.438	121	bp	0.962581067	1
172.0793771	855.4609985	0	0	0	0	1.01E+07	8814897	1.36E+07	1.24E+07	1.69E+07	1.72E+07	1.65E+07	1.25E+07	2.91E+07	2.22E+07	1.77E+07	2.06E+07	122	bp	0.971930842	1
116.0112282	549.7797323	1.34E+07	1.15E+07	2.82E+07	1.35E+07	0	1.13E+07	1.45E+07	2.90E+07	2385616.5	2697855.5	2874221.75	2738580.75	4443285.5	2.84E+07	3298747.75	3138775.25	123	bp	0.948611003	1
203.0923423	1067.050629	209089.3438	134458.3906	250847.0156	244343.2031	2.86E+07	567954.25	797544.25	603701.375	1088520	599233.4375	864292.8125	940048.25	1660056.375	1545149.375	1591541.625	619579	124	bp	0.96035377	1
146.058387	583.454998	1.63E+07	2.13E+07	2.07E+07	1.82E+07	1.46E+07	2.83E+07	2.53E+07	1.45E+07	2.05E+07	6257493	2.33E+07	1.37E+07	1.48E+07	1.04E+07	1.71E+07	4081645.5	125	bp	0.931382669	1
262.1753766	760.9516296	7242277	1.14E+07	1.25E+07	1.91E+07	1.45E+07	1.17E+07	2.33E+07	2.83E+07	1.41E+07	2.52E+07	1.50E+07	1.63E+07	1.96E+07	2.55E+07	1.38E+07	2.25E+07	126	bp	0.962214357	1
386.1351387	1281.390625	546848.3125	250955.7031	828584.9375	632712.375	2.83E+07	274338.7188	749998.8125	782289.25	462298.75	450885.25	383236.4063	399724.8125	1261930.375	510434.5625	761395.5	333214	127	bp	0.93122304	1
151.9961819	548.1476212	1.80E+07	1.50E+07	2.01E+07	1.62E+07	1.55E+07	1.97E+07	2.76E+07	2.39E+07	2.16E+07	2.83E+07	1.68E+07	1.81E+07	2.39E+07	2.75E+07	2.46E+07	1.91E+07	128	bp	0.960266471	1
166.0926327	1320.140617	2.72E+07	4952954.5	2.58E+07	1.70E+07	3510016.5	3819935.25	6452458.5	1.19E+07	7495211.5	5411046	1128165.25	2704316	4762474	2654668.25	4249093	289010.2813	129	bp	0.992656082	1
328.1696913	769.9486847	2218944.5	1694607.625	8648053	3420946	1.55E+07	1.03E+07	2.67E+07	1.63E+07	2.01E+07	1.91E+07	8448947	5960503.5	2.06E+07	9633063	1.54E+07	1.36E+07	130	bp	0.964954202	1
343.1567902	892.540062	6072844.5	5716881.5	1.64E+07	4380336	7678920.5	2730835.75	1.18E+07	7267386	1.63E+07	4462833.5	1.49E+07	4121674.5	2.59E+07	4592937.5	1.68E+07	5773660	131	bp	0.941160998	1
362.1229413	1352.165001	490259.25	168820.4063	1326808.125	382731.3438	1.63E+07	1.16E+07	2.51E+07	2.05E+07	1.83E+07	1.68E+07	1.15E+07	1.02E+07	1.57E+07	9286440	1.15E+07	5381390.5	132	bp	0.963671243	1
187.0848736	867.6711304	856897.375	364942.125	1152974.75	375926.1563	2.49E+07	194771.2656	533324.375	366331.8438	374593.4375	309901.4688	235660.1563	0	479556.625	156150.125	270822.1875	254174.5313	133	bp	0.922661885	1
232.0951575	518.0143166	506831.7813	706334.25	979555.1875	764513.9375	4422814	1.20E+07	1.34E+07	1.38E+07	1.17E+07	1.14E+07	1.33E+07	1.23E+07	2.49E+07	2.44E+07	1.61E+07	1.44E+07	134	bp	0.928975667	1
216.1001868	826.9560051	745541	809201.75	2632002.25	1388184.25	1.48E+07	1.44E+07	2.42E+07	1.94E+07	1.66E+07	1.24E+07	1.18E+07	1.46E+07	1.61E+07	1.84E+07	1.65E+07	8672825	135	bp	0.963985609	1
190.0844895	956.7303162	661379.9375	425392.6563	1005660.75	573579.25	2.37E+07	312175	466436.0625	495836.4063	428628.0625	334600.25	363439.4688	338698.125	531736.5625	446628.375	459193.8125	258503.7344	136	bp	0.928274822	1
171.0535664	483.1362514	2224829.75	6704674.5	6381000.5	5540232.5	3277819.5	1.04E+07	1.24E+07	1.38E+07	1.07E+07	1.04E+07	1.44E+07	1.41E+07	2.37E+07	2.37E+07	1.64E+07	1.26E+07	137	bp	0.938979187	1
264.0126336	460.3096848	1.13E+07	1.59E+07	2.36E+07	1.33E+07	4048084.25	8884711	1.70E+07	1.72E+07	1.25E+07	1.93E+07	1.50E+07	1.29E+07	2.21E+07	1.55E+07	1.23E+07	1.63E+07	138	bp	0.946500268	1
193.0501222	1352.104996	429509.125	152154.75	1117502.625	337609.4375	1.50E+07	8186333	2.33E+07	1.54E+07	1.51E+07	1.55E+07	9372730	8573296	1.24E+07	7782718	8709229	4529118	139	bp	0.969299081	1
190.0845065	450.9382553	6514868.5	8951632	6034731	5007676.5	5123941	1.59E+07	2.11E+07	2.33E+07	1.44E+07	1.95E+07	1.61E+07	1.51E+07	1.91E+07	2.04E+07	1.65E+07	1.52E+07	140	bp	0.928791093	1
336.2485358	1175.648117	801452.8125	1153754.75	4973932	6404436	8186168	4182892	2.24E+07	2.24E+07	4849764.5	1.90E+07	6462982.5	7834730	1.55E+07	1.32E+07	4538980	9261951	141	bp	0.953972138	1
170.069553	876.3265686	1.29E+07	1.10E+07	1.80E+07	9126073	1.59E+07	7508896	2.22E+07	1.46E+07	1.40E+07	1.02E+07	1.53E+07	7916724.5	2.23E+07	8427925	1.68E+07	9131068	142	bp	0.992923451	1
170.0695641	772.5256882	9830422	5217383	1.30E+07	6339637	1.37E+07	7508896	2.22E+07	1.46E+07	1.76E+07	1.49E+07	9868601	6251400	2.12E+07	9106096	1.43E+07	1.12E+07	143	bp	0.983665342	1
244.0884554	419.6757488	1.19E+07	9395981	2.21E+07	7041169	2249178	5245311.5	8276327.5	8243900	5106196	5902011.5	6827472	6175742.5	1.07E+07	7171528.5	5937038.5	5465248	144	bp	0.924091617	1
216.100186	1074.968765	1423916.75	1352015.375	5221047.5	3467211.75	2.19E+07	2224220.5	5621400.5	4980634	6715934	5520569	5228906.5	4059384.25	7672435.5	5041117.5	7705532	4745094	145	bp	0.948148165	1
370.2903463	1359.833748	1085343	1375779.125	6263194.5	8301522	1.64E+07	4687574.5	1.73E+07	2.11E+07	5125606.5	1.85E+07	3919395.75	4966531	7113055	1.38E+07	2958535.25	6552466	146	bp	0.952352063	1
173.1056034	898.7395668	1448879.875	1133745.5	2118220	1399907.375	4572705	4529695	8645962	4817176.5	8774546	4520904	1.52E+07	1.51E+07	1.71E+07	1.03E+07	2.09E+07	4706455	147	bp	0.95991957	1
169.0923176	447.6911221	480526.8438	887443.4375	1211169.625	835641.3125	2172208.25	5146824.5	1.08E+07	9877477	1.10E+07	9051766	6269891	9018215	2.06E+07	1.72E+07	1.95E+07	8489706	148	bp	0.929023521	1
168.0606622	1532.84623	1.99E+07	188609.3125	1992596.875	6409988.5	1569021.75	342942.6875	1263312.25	2493056.25	308568.8438	1195819.75	167383.0156	200322.5938	336818.625	531390.9375	169711.6719	194420.3594	149	bp	0.959483738	1
298.0642248	1118.90062	3107725.25	2154666.75	6469786.5	3163508.5	942250.75	5181732	1.57E+07	1.94E+07	1.14E+07	1.53E+07	6871537	6052967.5	1.68E+07	6572589	6873493.5	5256826.5	150	bp	0.968027858	1
155.0767091	386.3795624	699216.125	1330605.5	1864613.25	1268481.5	1966111.5	4273974.5	9822220	9062503	9736375	8525257	5401614.5	7654409	1.94E+07	1.60E+07	1.62E+07	8019372.5	151	bp	0.925038774	1
171.0899665	924.869873	1.20E+07	7518633.5	1.93E+07	1.06E+07	9335312	9007617	1.47E+07	1.75E+07	1.05E+07	9959656	7368091	7414129.5	1.71E+07	1.01E+07	8767007	6306796	152	bp	0.957155101	1
190.0844894	969.7868118	9183310	6225391	1.93E+07	1.18E+07	1.32E+07	9076809	1.49E+07	1.75E+07	1.12E+07	1.16E+07	8604480	8028715	1.48E+07	1.07E+07	9992921	6429455.5	153	bp	0.960936036	1
188.0801021	519.9406891	8382394.5	3920772	1.92E+07	4011108.25	595990.8125	3276476.75	7361135.5	1.18E+07	4754486.5	7413346	4672642	3555903.75	1.24E+07	5766923	5411120.5	3777931.5	154	bp	0.9486903	1
171.0690029	720.1705017	1.71E+07	3437850.25	1.86E+07	7128133	0	0	0	0	0	0	0	0	0	0	0	0	155	bp	0.956051826	1
314.0955774	1196.477501	4853538.5	1554391.5	1.10E+07	1.81E+07	3474692	2239187	7153036.5	6418106.5	4559048	1802092.25	2049860.75	2303880.75	2567752.75	1906465.5	3866628.25	827715.5625	156	bp	0.944063503	1
244.0765383	1352.127495	386985.4375	125123.8516	1045783.625	290530.125	1.03E+07	7004611	1.81E+07	1.45E+07	1.15E+07	1.30E+07	7295759.5	7366106.5	9178061	6664892	7610684	3679642.5	157	bp	0.961982426	1
203.0923676	1074.61187	3880412.5	3714095.75	1.78E+07	1.05E+07	8246769	4675316.5	1.60E+07	1.48E+07	1.72E+07	1.62E+07	1.41E+07	8984736	1.59E+07	8306710	1.75E+07	1.33E+07	158	bp	0.972490263	1
290.1190665	994.46875	3538676	2638998.75	1.75E+07	5996567	4064888.25	3592709.5	1.74E+07	1.74E+07	4058093.25	3971454.5	3408341.5	5198453	4734976.5	4911736.5	9381044	3621578.75	159	bp	0.962396893	1
220.0771048	499.4486003	2955373.5	4419139.5	9257099	5181272	0	4744491	1.17E+07	9867313	1.06E+07	7484122	1.28E+07	7675735	1.74E+07	9951497	1.36E+07	9320594	160	bp	0.947231286	1
204.1001997	1026.536873	1770927.375	562101.625	1277457.875	833220.5625	1.73E+07	838421.4375	949316.3125	1153575.375	931057.25	753682.4375	816739.0625	945370.25	1004066.688	913381.875	1130118.625	420984.5938	161	bp	0.910469006	1
152.0292752	1352.069366	352941.5	132008.6875	1006864	286446.5313	1.20E+07	7454948.5	1.69E+07	1.43E+07	1.43E+07	1.31E+07	7575988.5	6780953.5	1.01E+07	6496673	8573833	4318046	162	bp	0.962206457	1
201.0973693	1171.196243	493918.7813	624352.25	1230308.5	891471.75	3677371.5	3817155	7710163	6440615.5	9231429	6452888.5	6490639.5	7801460.5	1.66E+07	1.19E+07	9319054	6755325	163	bp	0.940225287	1
239.079909	681.7391319	1.60E+07	9975571	1.10E+07	6049727	1122442.25	932403.875	1717689.25	1852519.375	1130095	916498.9375	1147342.75	736980.1875	1605731.875	800462.375	1178099.125	927223.375	164	bp	0.937247034	1
311.2645296	1190.93187	1.07E+07	4740542.5	1.13E+07	4745690.5	5202582	9174655	1.52E+07	1.35E+07	1.43E+07	9901140	7736703	6979922.5	1.58E+07	1.57E+07	8962282	7883294	165	bp	0.952643057	1
328.1697011	800.5203667	1637203.75	1332536	2215298	1953190.625	1.55E+07	1535844.875	3537162.75	2536861.75	3206250.75	2397209.75	2787680	1617946.875	3271396.5	1501252.75	3000742.25	2262009	166	bp	0.971307199	1
328.1697049	785.7078018	1645081.875	1429730.875	2040505.5	1610871.625	1.55E+07	3210459.75	3537162.75	2536861.75	6108243.5	2397209.75	3386323.75	3227841	3271396.5	6005775.5	6559741.5	2874604	167	bp	0.982171978	1
132.0062047	567.2056181	0	0	123672.1563	0	1.54E+07	539225.4375	462854.25	396206.5313	466323.5938	512862.0938	497899.5313	513442.5	831580	886303.5625	732366.75	574539.25	168	bp	0.887698814	1
331.1217954	1027.103127	1.54E+07	4853862.5	1.01E+07	6881857.5	7730885	7155204.5	6303232.5	7306971	6855391	4687505.5	6604490.5	6777202.5	7240043	6686919	7968029.5	2678746.5	169	bp	0.941823169	1
273.0966134	764.8141861	1.31E+07	1.07E+07	1.53E+07	1.14E+07	9480592	7113302	1.27E+07	1.07E+07	1.22E+07	8861692	1.08E+07	7554494.5	1.40E+07	8324680.5	1.06E+07	9031329	170	bp	0.975476691	1
218.0951625	500.8613993	1167175.125	1543925	1609314.5	1210227.125	0	5996129	8407745	5378927.5	1.23E+07	4621576.5	1.52E+07	9300560	6916989	7095367	1.52E+07	1.49E+07	171	bp	0.8757953	1
112.0457336	744.7769356	1.24E+07	9297134	1.52E+07	9127694	453087.9063	4423463.5	1.22E+07	8839131	1.11E+07	5797709	1.04E+07	5265999	1.39E+07	5083235.5	9306215	6809465.5	172	bp	0.995646563	1
318.1503927	1038.919997	283664.0938	0	329929.5625	0	1.48E+07	197214.625	0	340384.7188	258544.75	293397.7813	250899.7656	272730.5938	499341.7188	372813.5313	429173.375	224647.1563	173	bp	0.869000532	1
170.0695662	791.3613701	9830422	5217383	1.33E+07	5335796	1.37E+07	2999993.25	1.12E+07	9412273	9477670	6725112.5	9209739	4158926.5	1.47E+07	5163029	9342361	5529712	174	bp	0.978090152	1
170.0695576	800.1526833	6065408	3923919.5	1.33E+07	3605533.75	3905282	2518219.75	1.09E+07	5662755.5	6387467.5	6725112.5	7073305	3340265.5	1.47E+07	4866029.5	7782797.5	5017402.5	175	bp	0.983378715	1
216.1002066	736.5550613	3536027.25	3033294.5	3653158.25	2775947.75	3966248.25	4453289.5	6037165	5833151.5	7544914	6793800	7956550.5	6951134	1.46E+07	1.38E+07	1.15E+07	8536797	176	bp	0.943167978	1
273.1581146	804.3998795	1035104.313	953789.4375	1076492.625	813436.0625	5240425.5	6000353.5	7970843	6953004.5	1.13E+07	5513879	1.34E+07	7419935	1.43E+07	9716870	1.46E+07	8239452.5	177	bp	0.957787157	1
398.3217019	1445.358116	851536.875	736088.625	3586777.75	3683994.25	8324906	1525073.5	1.46E+07	9547073	2367079.25	5525218.5	1282417.375	2247122.5	4078992.75	3198182.5	1539776.875	2826378.25	178	bp	0.939026121	1
150.0344387	570.7634354	358752.1875	338879.875	541100.625	362391.3125	1.45E+07	1116884.75	1282827.125	982760.5	1343189.875	1230089.375	1349639.125	1277111.5	1662975.875	1731748.125	1321466.75	1559335.625	179	bp	0.945193377	1
179.9463582	522.3772013	7318481	1.09E+07	1.45E+07	6555834	0	225324.2969	342242.7813	340111.625	218559.75	163160.9063	171262.875	172501.1875	249764.0625	256021.7344	181837.0938	170951.5781	180	bp	0.955346208	1
155.0766773	802.2743835	1.43E+07	5667906.5	7442345.5	1699889.125	5006200	5465718	8815145	8008449	5361926.5	5667941	5183798.5	5070362	1.01E+07	6237627.5	6802939.5	4733485.5	181	bp	0.983284663	1
244.0951453	762.013752	688668.625	722244.6875	2219588	1543386.125	7763980	6361286	1.32E+07	1.42E+07	5314394	7852270.5	4245348.5	4137862.25	5466054.5	3571776.25	3535818.5	3179409.5	182	bp	0.956763572	1
218.1034163	567.224714	4097524	6573969	9190633	5768576	0	0	1.34E+07	3109644.75	0	1.41E+07	0	0	0	0	0	0	183	bp	0.945535875	1
156.1082912	951.9879951	1238620	771072.4375	2764804.25	1278912	6503785.5	2842717	8996543	7292994	6416947	7023159.5	4736236.5	3760887	1.40E+07	7321180	5702317	4424657.5	184	bp	0.952588382	1
169.0559175	496.2593746	2092478	2443668.5	3539120	2176557.5	1401986.375	4507555.5	6125647.5	6210865.5	5442383	5502995.5	8264401	7974043.5	1.39E+07	1.28E+07	7548847	6575248.5	185	bp	0.928392041	1
259.1424358	549.0514648	284399.2188	346380.125	0	369939.6563	2095048.5	3982530.5	7197037.5	5836436.5	5509378	4370926.5	6896021	5492392.5	1.38E+07	1.20E+07	6746426	6618309	186	bp	0.955256419	1
154.0926376	756.407753	1.37E+07	6194739.5	1.31E+07	5296028.5	2468024.25	6136462	5286040.5	5375241.5	4366962	4059144.5	6038716.5	5874660.5	6695152	7214301	6316595	4736861.5	187	bp	0.995148992	1
203.092402	1420.029381	925444.1875	384324.125	1735204.25	1068056.375	2897775	1451090.5	8750076	1.36E+07	5117501	6270437.5	1681296.75	2063455.625	2575692.5	1471798.875	5488672.5	2312237.25	188	bp	0.972491999	1
210.0296674	910.8777428	6794616.5	4352154	1.34E+07	5440833.5	531441.75	280942.4063	1180501.5	1300274.375	197802.3438	590178.375	235152.0469	211958.4219	993708.6875	388727.9375	245838.75	231174.7031	189	bp	0.953934466	1
242.1271231	840.9271889	1.21E+07	8811222	1.24E+07	1.03E+07	7886961	6146248	9588996	1.34E+07	8587992	7465280	9390777	1.00E+07	1.29E+07	1.06E+07	8572073	5958264	190	bp	0.980702691	1
243.1111583	755.050499	3110232.5	2914888.5	3815386.25	2375515.5	4304549.5	4589010	6561700.5	6033830.5	6981074.5	6239473	9691796	9117098	1.30E+07	1.19E+07	9232037	6453997	191	bp	0.957756356	1
239.0798619	613.8871841	2828070.5	2654324	3707036.25	2455929.75	3579606.25	4961437	5737642	5573819	5182618	5850724	9504711	9080420	1.17E+07	1.30E+07	7420331	6805466	192	bp	0.945364623	1
264.0655188	787.3736267	8200259.5	5040572.5	8009259.5	4843401	7425046	4019721.5	1.04E+07	8700993	8775147	6025721	8524024	4077964	1.30E+07	4178579.75	8372618.5	5270298	193	bp	0.95931462	1
173.1056247	936.7126236	248567.2656	184882.8906	367043.7188	375309.5	4320390	3219531.75	5968999.5	4640362	6816859.5	4997848.5	5278996.5	4704586.5	1.29E+07	8072095	7799207.5	4959012	194	bp	0.94033967	1
360.1609276	1429.173999	275616.2813	264278.8438	1503281.125	670553.6875	0	738576	5937702	1.29E+07	3277777	9493558	1426980.375	1379460.625	2191867	793579.75	2959613.5	2612319.25	195	bp	0.953061632	1
157.976466	522.4762004	7002155.5	8908653	1.28E+07	6212656	0	204303.125	331214.375	294725.4688	183324.5	159412.3281	156425.6094	172058.125	227089.6406	232910.0625	163604.1719	158159.625	196	bp	0.95185569	1
414.1301795	910.9524956	7338871.5	3969121.75	1.25E+07	4593548.5	422347.375	295725.5313	1133215.25	1241940.75	152434.9531	480308.5	207515.7656	164723.8281	822697.5625	312814.4688	201950.7188	194117.2031	197	bp	0.950024786	1
273.0966255	750.9162445	8114301.5	8992200	1.21E+07	1.03E+07	8541693	4995307	1.12E+07	9264782	1.06E+07	7152042.5	9093980	6501985.5	1.23E+07	6686425	7516475	6626194	198	bp	0.985569605	1
388.1323899	910.9630547	8254907	4672849	1.23E+07	5244660.5	448217.9375	289427.7813	1086920.125	1063533.125	166164.875	614382.1875	233554.3281	198413.7188	918320.0625	444781.125	240514.375	202525.2031	199	bp	0.950513815	1
220.0770821	995.0136871	4086560.75	2365992.25	1.16E+07	6858443.5	4555089	4149717.5	9891486	6280012.5	8880362	1.21E+07	5672039	5749777.5	5141792	5583618	1.07E+07	2239479	200	bp	0.961004011	1
227.1159614	899.4823799	2082540	1728472.125	2890673.75	2246661	4727618	4572853.5	5203433	6127410	6948402	4992555	8972555	8368411.5	1.21E+07	9548874	9138780	4702241.5	201	bp	0.957204023	1
263.1023969	978.4923134	1.18E+07	4613974	1.16E+07	5444480	9812831	5999804.5	1.16E+07	1.14E+07	8963977	7503337.5	4931679.5	4119084	6522685.5	4923830	4217015.5	3438406.25	202	bp	0.939474949	1
338.2641098	1178.707512	612012	880578.8125	2130456.5	2094339.25	3796038	2010712.75	8822599	1.17E+07	2837021	9423083	3314393.75	3883915.5	9337819	7460746.5	2896727.5	4886586	203	bp	0.949953953	1
436.195295	941.6719971	368876.3438	267159.8125	405860.8438	516649.25	2129035.25	2060497.25	3371846.75	3136304	3978530	1965454	3346828	2826736.5	1.15E+07	4173282.5	5235226	2138866.5	204	bp	0.957076159	1
370.1153248	910.9052653	5689357.5	3018827	1.14E+07	4443980	395112.0313	214291.8594	860312.875	952015.375	0	414293.9063	169349.7813	136948.8438	686640.4375	335492.2813	166131.5313	157941.4219	205	bp	0.946972619	1
246.1108169	773.4198354	0	0	0	0	6626116	7576524.5	7985779.5	7932449	6973696	6385664	8010543.5	6341926	1.14E+07	9730981	7115858.5	7584515	206	bp	0.959215191	1
102.065728	548.9171916	236463.3906	416265.0938	0	286830.875	2816623.5	3888371.25	7277852.5	4011544	4584645	5422762	5674853	4949062.5	1.13E+07	8997529	9155267	6613680.5	207	bp	0.949529152	1
191.0837083	996.7534943	2874567.75	4161237.75	3187152.25	1.12E+07	904625.3125	538644.5625	1246798.875	1614681.625	1245929.125	1131678.25	4567771.5	852403.5	2991465.25	866374.125	1350682.125	1385344.75	208	bp	0.934304886	1
224.0981172	1314.165634	1.03E+07	2508875.75	1.12E+07	5625781.5	4077514	2661803.75	7115358.5	8314394	4962104.5	5046654.5	1707656.5	2457520.25	3961274.5	3267319.75	4049958	1074610.25	209	bp	0.965852975	1
156.0243452	965.9534378	3303957.5	3052725.25	1.08E+07	4855945.5	7151715.5	3953948.25	6239089	8088340.5	7214204	9129689	6405635	5851799.5	1.10E+07	6100465.5	6977705	4838573.5	210	bp	0.935192611	1
217.0995416	995.2346306	2868505	1711377.375	4554910	5750466.5	4448421	3491494.75	7661450.5	5452136.5	6492784	1.10E+07	4812300.5	4554380	4620387.5	4686177	7374853.5	5874141	211	bp	0.958913425	1
255.0859815	816.2875633	6915334.5	6847523	9524666	5790325.5	9961423	4019309.25	9699681	7097165	9284067	5428160.5	9691798	5349153.5	1.10E+07	5127235.5	8101407	6944432.5	212	bp	0.968010105	1
201.0821167	380.4155636	2774864.75	6285658	1.09E+07	7239393.5	371452.0625	1372647.75	1725474.875	2054971.25	1018955.875	1223689	809601.375	948174.8125	998767.1875	1281232.875	935026.75	802771.5	213	bp	0.905674316	1
267.9809824	910.9585609	5679677.5	3150565	1.09E+07	4125796.75	429296.2813	245953.5156	941727.0625	881143.625	138238.9688	495218.2813	197024.4219	160977.1875	716657.0625	313345.0313	195318.0938	157993.6563	214	bp	0.95163326	1
166.9667665	548.0023766	3122811.5	3642725.75	6481777	5728688	3829312	5527804.5	7200961	8002095	9000815	1.07E+07	7930597	7031733	5926403	4424583.5	4589673	4396535.5	215	bp	0.869115721	1
254.0907608	652.6489372	225039.5	266209	353368.5313	257652.4219	1607683.375	2157355	3793968.25	3159303	3988401.5	3153007.5	3601842.75	5016304.5	1.06E+07	8122242	8908434	3779656.25	216	bp	0.93055362	1
173.1056251	1178.35125	2137242.5	874733.8125	2486513.25	981104.4375	698542.25	1797549.125	5905491	4815232.5	4180505.25	4429367.5	3404831.25	2304024.75	1.06E+07	4405101	3995200.5	2133441.25	217	bp	0.957179562	1
